crew_id,crew_type,type_rating,base_airport,available_from,max_duty_minutes,max_flights,status
CRW-0372,CABIN_CREW,ATR72,DEL,300,480,4,AVAILABLE
CRW-0373,CABIN_CREW,A320,BOM,300,480,4,AVAILABLE
CRW-0374,CABIN_CREW,ATR72,DEL,300,480,4,AVAILABLE
CRW-0375,CABIN_CREW,A320,DEL,300,480,4,AVAILABLE
CRW-0376,CABIN_CREW,A320,BLR,300,480,4,UNAVAILABLE
CRW-0377,CABIN_CREW,A321,BLR,300,480,4,AVAILABLE
CRW-0378,CABIN_CREW,A320,BOM,300,480,4,AVAILABLE
CRW-0379,CABIN_CREW,ATR72,BLR,300,480,4,AVAILABLE
CRW-0380,CABIN_CREW,ATR72,DEL,300,480,4,AVAILABLE
CRW-0381,CABIN_CREW,A320,BOM,300,480,4,AVAILABLE
CRW-0382,CABIN_CREW,ATR72,BLR,300,480,4,AVAILABLE
CRW-0383,CABIN_CREW,A321,BOM,300,480,4,AVAILABLE
CRW-0384,CABIN_CREW,A320,CCU,300,480,4,AVAILABLE
CRW-0385,CABIN_CREW,A320,DEL,300,480,4,AVAILABLE
CRW-0386,CABIN_CREW,A320,HYD,300,480,4,AVAILABLE
CRW-0387,CABIN_CREW,A321,BLR,300,480,4,AVAILABLE
CRW-0388,CABIN_CREW,A321,DEL,300,480,4,AVAILABLE
CRW-0389,CABIN_CREW,ATR72,BOM,300,480,4,AVAILABLE
CRW-0390,CABIN_CREW,A320,DEL,300,480,4,AVAILABLE
CRW-0391,CABIN_CREW,A320,DEL,300,480,4,AVAILABLE
CRW-0392,CABIN_CREW,A321,DEL,300,480,4,AVAILABLE
CRW-0393,CABIN_CREW,B737,DEL,300,480,4,AVAILABLE
CRW-0394,CABIN_CREW,A320,DEL,300,480,4,AVAILABLE
CRW-0395,CABIN_CREW,A321,HYD,300,480,4,AVAILABLE
CRW-0396,CABIN_CREW,B737,BLR,300,480,4,AVAILABLE
CRW-0397,CABIN_CREW,B737,DEL,300,480,4,AVAILABLE
CRW-0398,CABIN_CREW,A321,BOM,300,480,4,AVAILABLE
CRW-0399,CABIN_CREW,A321,HYD,300,480,4,UNAVAILABLE
CRW-0400,CABIN_CREW,A321,DEL,300,480,4,AVAILABLE
