flight_id,origin,destination,aircraft_type,assigned_aircraft,std,sta,flight_duration,passengers,forced_delay,c_cancel,c_delay_per_min
FL-1354,AMD,BOM,ATR72,VT-AC216,785,875,90,65,0,371260,819
FL-1355,DEL,BLR,A321,VT-AC161,787,947,160,207,0,849277,651
FL-1356,COK,BLR,A321,VT-AC163,789,854,65,195,0,891688,892
FL-1357,BLR,BOM,A320,VT-AC114,790,890,100,161,0,761674,676
FL-1358,GOI,PNQ,A320,VT-AC126,791,873,82,165,0,708989,797
FL-1359,DEL,PNQ,A320,VT-AC107,792,912,120,175,0,732621,876
FL-1360,BLR,BOM,A320,VT-AC130,793,893,100,168,0,806599,700
FL-1361,DEL,BLR,A321,VT-AC162,799,959,160,196,0,813944,761
FL-1362,BLR,HYD,A320,VT-AC136,800,870,70,166,0,728233,853
FL-1363,BOM,BLR,A320,VT-AC152,801,896,95,171,0,756150,785
FL-1364,GOI,BLR,A321,VT-AC174,803,918,115,187,0,832153,886
FL-1365,MAA,PNQ,A321,VT-AC185,806,896,90,195,0,813798,702
FL-1366,DEL,MAA,B737,VT-AC202,806,976,170,181,0,772464,726
FL-1367,BOM,AMD,ATR72,VT-AC211,807,888,81,60,0,361792,935
FL-1368,DEL,BLR,ATR72,VT-AC219,812,972,160,62,0,352690,874
FL-1369,GOI,AMD,B737,VT-AC200,814,909,95,155,0,652269,834
FL-1370,BOM,HYD,A321,VT-AC184,817,902,85,202,0,919737,683
FL-1371,BLR,BOM,A321,VT-AC177,817,917,100,198,0,838814,694
FL-1372,AMD,BOM,A320,VT-AC139,817,934,117,166,0,802943,808
FL-1373,CCU,DEL,A321,VT-AC189,819,959,140,211,0,991057,716
FL-1374,CCU,DEL,B737,VT-AC205,820,960,140,177,0,850929,814
FL-1375,BOM,COK,A320,VT-AC144,820,932,112,159,0,762519,892
FL-1376,GOI,COK,A320,VT-AC115,820,912,92,149,0,709121,774
FL-1377,BOM,DEL,A321,VT-AC164,821,951,130,216,0,861472,895
FL-1378,BLR,BOM,B737,VT-AC194,821,921,100,176,0,719979,874
FL-1379,GOI,COK,A320,VT-AC127,823,922,99,166,0,737548,778
FL-1380,BOM,DEL,ATR72,VT-AC220,827,957,130,68,0,378171,742
FL-1381,PNQ,BOM,A320,VT-AC116,831,926,95,171,0,709055,880
FL-1382,GOI,HYD,A321,VT-AC190,832,951,119,190,0,802855,860
FL-1383,DEL,BOM,A321,VT-AC181,834,959,125,192,0,871834,769
FL-1384,PNQ,BOM,A320,VT-AC119,834,953,119,149,0,741244,700
FL-1385,HYD,COK,A320,VT-AC149,835,956,121,149,0,682327,914
FL-1386,DEL,BOM,A320,VT-AC150,835,960,125,152,0,750899,728
FL-1387,DEL,BLR,A320,VT-AC124,835,995,160,172,0,747166,909
FL-1388,BLR,MAA,B737,VT-AC209,839,894,55,160,0,678961,680
FL-1389,BLR,CCU,B737,VT-AC192,840,990,150,170,0,694092,753
FL-1390,BOM,DEL,A320,VT-AC153,841,971,130,168,0,727817,822
FL-1391,BLR,PNQ,A320,VT-AC143,843,955,112,163,0,722515,890
FL-1392,PNQ,GOI,A320,VT-AC120,843,951,108,151,0,716392,856
FL-1393,CCU,BLR,ATR72,VT-AC212,846,1001,155,67,0,403075,704
FL-1394,CCU,HYD,A321,VT-AC167,848,982,134,205,0,811196,857
FL-1395,DEL,BLR,B737,VT-AC207,849,1009,160,158,0,721367,720
FL-1396,BOM,PNQ,A320,VT-AC134,849,952,103,150,0,663428,765
FL-1397,CCU,BLR,A321,VT-AC165,849,1004,155,199,0,891013,822
FL-1398,DEL,BOM,A320,VT-AC147,851,976,125,167,0,811162,840
FL-1399,HYD,DEL,A320,VT-AC103,856,986,130,176,0,830912,697
FL-1400,BOM,COK,ATR72,VT-AC214,856,977,121,70,0,383957,927
FL-1401,AMD,MAA,A321,VT-AC180,856,961,105,189,0,819762,758
FL-1402,HYD,PNQ,ATR72,VT-AC218,857,964,107,68,0,378783,872
FL-1403,PNQ,HYD,A320,VT-AC138,858,970,112,158,0,728953,671
FL-1404,BOM,GOI,A320,VT-AC113,860,925,65,159,0,753883,929
FL-1405,MAA,AMD,A321,VT-AC169,861,986,125,184,0,778245,844
FL-1406,DEL,HYD,B737,VT-AC198,862,992,130,181,0,843092,950
FL-1407,PNQ,COK,B737,VT-AC191,868,954,86,162,0,699653,923
FL-1408,DEL,BLR,A320,VT-AC158,872,1032,160,160,0,696175,818
FL-1409,DEL,MAA,A320,VT-AC160,873,1043,170,168,0,740815,651
FL-1410,MAA,BOM,A320,VT-AC117,875,995,120,158,0,725558,826
FL-1411,BOM,HYD,B737,VT-AC196,875,960,85,164,0,726947,900
FL-1412,PNQ,CCU,A321,VT-AC172,878,966,88,204,0,842297,728
FL-1413,MAA,HYD,A320,VT-AC128,879,954,75,165,0,683203,875
FL-1414,GOI,DEL,ATR72,VT-AC213,881,1036,155,60,0,360595,814
FL-1415,BOM,DEL,A320,VT-AC154,881,1011,130,156,0,668098,754
FL-1416,DEL,HYD,A320,VT-AC106,882,1012,130,155,0,761724,685
FL-1417,CCU,BOM,A320,VT-AC155,882,1042,160,169,0,786102,900
FL-1418,GOI,CCU,A321,VT-AC170,883,998,115,214,0,1002263,942
FL-1419,MAA,HYD,A321,VT-AC182,883,958,75,197,0,894255,727
FL-1420,BOM,BLR,A320,VT-AC111,884,979,95,164,0,769046,846
FL-1421,AMD,BLR,B737,VT-AC210,885,1009,124,176,0,726610,777
FL-1422,BLR,CCU,A320,VT-AC104,885,1035,150,174,0,780732,679
FL-1423,DEL,GOI,B737,VT-AC208,887,1037,150,161,0,792540,801
FL-1424,BLR,BOM,A320,VT-AC132,889,989,100,175,0,718515,895
FL-1425,MAA,BOM,B737,VT-AC197,889,1009,120,182,0,836402,907
FL-1426,CCU,BOM,B737,VT-AC193,890,1050,160,175,0,727828,650
FL-1427,BLR,BOM,A321,VT-AC171,890,990,100,215,0,872546,810
FL-1428,HYD,BOM,A320,VT-AC137,891,976,85,154,0,664175,728
FL-1429,DEL,GOI,B737,VT-AC201,891,1041,150,160,0,764510,764
FL-1430,AMD,DEL,B737,VT-AC203,892,982,90,176,0,791911,743
FL-1431,BLR,BOM,A320,VT-AC133,893,993,100,150,0,681211,780
FL-1432,PNQ,BOM,ATR72,VT-AC217,893,1014,121,66,0,393995,670
FL-1433,BOM,CCU,A320,VT-AC135,895,1050,155,149,0,645563,675
FL-1434,COK,CCU,B737,VT-AC206,895,983,88,161,0,668022,908
FL-1435,BLR,BOM,A321,VT-AC163,899,999,100,192,0,873083,887
FL-1436,CCU,PNQ,A321,VT-AC175,902,1021,119,188,0,852907,802
FL-1437,COK,AMD,A320,VT-AC121,902,1003,101,159,0,721823,855
FL-1438,BOM,MAA,ATR72,VT-AC215,902,1017,115,67,0,410755,937
FL-1439,HYD,AMD,A320,VT-AC151,903,1038,135,157,0,702478,839
FL-1440,GOI,AMD,A320,VT-AC141,904,1002,98,150,0,649237,880
FL-1441,DEL,BLR,A320,VT-AC125,906,1066,160,170,0,782674,727
FL-1442,COK,BLR,A321,VT-AC173,908,973,65,201,0,903776,763
FL-1443,AMD,DEL,A320,VT-AC142,908,998,90,171,0,772276,920
FL-1444,DEL,MAA,A321,VT-AC166,914,1084,170,182,0,812719,656
FL-1445,HYD,PNQ,A320,VT-AC136,915,997,82,160,0,720848,689
FL-1446,BOM,AMD,A321,VT-AC187,915,1000,85,183,0,769487,916
FL-1447,AMD,MAA,A320,VT-AC159,916,1039,123,169,0,808847,691
FL-1448,DEL,BLR,A320,VT-AC131,917,1077,160,170,0,775053,791
FL-1449,PNQ,COK,A320,VT-AC126,918,1045,127,150,0,747400,701
FL-1450,DEL,HYD,A321,VT-AC183,919,1049,130,190,0,854988,686
FL-1451,COK,PNQ,A321,VT-AC168,919,1018,99,187,0,784374,849
FL-1452,AMD,BLR,A320,VT-AC112,920,1015,95,155,0,655607,796
FL-1453,BOM,HYD,ATR72,VT-AC216,920,1005,85,60,0,349377,815
FL-1454,DEL,BLR,A321,VT-AC176,922,1082,160,196,0,908895,900
FL-1455,BLR,AMD,A320,VT-AC123,926,1025,99,163,0,743613,697
FL-1456,AMD,DEL,A320,VT-AC101,932,1022,90,174,0,729785,920
FL-1457,DEL,CCU,A320,VT-AC129,932,1062,130,165,0,727034,769
FL-1458,AMD,BLR,ATR72,VT-AC211,933,1065,132,60,0,371001,805
FL-1459,BOM,COK,A320,VT-AC114,935,1037,102,154,0,651253,670
FL-1460,DEL,AMD,B737,VT-AC199,937,1027,90,163,0,720166,822
FL-1461,GOI,MAA,A320,VT-AC108,938,1039,101,170,0,749992,777
FL-1462,BOM,PNQ,A320,VT-AC130,938,1057,119,159,0,779833,666
FL-1463,MAA,COK,B737,VT-AC209,939,1073,134,159,0,711718,897
FL-1464,PNQ,GOI,A321,VT-AC185,941,1064,123,207,0,850223,910
FL-1465,BLR,AMD,A320,VT-AC152,941,1069,128,159,0,664554,676
FL-1466,PNQ,BLR,A320,VT-AC140,941,1030,89,152,0,737491,734
FL-1467,HYD,BOM,A321,VT-AC184,947,1032,85,207,0,952575,679
FL-1468,DEL,BLR,A320,VT-AC102,951,1111,160,153,0,655794,942
FL-1469,BLR,BOM,A320,VT-AC146,953,1053,100,168,0,709997,877
FL-1470,BOM,DEL,A320,VT-AC156,953,1083,130,151,0,749713,730
FL-1471,DEL,GOI,A321,VT-AC179,953,1103,150,206,0,831067,724
FL-1472,AMD,CCU,B737,VT-AC200,954,1051,97,166,0,742848,853
FL-1473,DEL,BOM,A320,VT-AC157,955,1080,125,164,0,796613,821
FL-1474,PNQ,BLR,A320,VT-AC107,957,1064,107,163,0,686188,726
FL-1475,COK,DEL,A320,VT-AC115,957,1152,195,156,0,734595,711
FL-1476,BOM,BLR,A321,VT-AC177,962,1057,95,209,0,858417,829
FL-1477,BLR,BOM,A321,VT-AC174,963,1063,100,204,0,833218,871
FL-1478,BLR,MAA,A320,VT-AC110,964,1019,55,152,0,705603,857
FL-1479,BOM,AMD,B737,VT-AC194,966,1056,90,181,0,800598,843
FL-1480,COK,BLR,A320,VT-AC127,967,1032,65,153,0,686686,897
FL-1481,GOI,MAA,A320,VT-AC113,970,1107,137,153,0,666457,873
FL-1482,BOM,BLR,A320,VT-AC116,971,1066,95,164,0,762466,822
FL-1483,DEL,BOM,A321,VT-AC188,975,1100,125,216,0,877079,807
FL-1484,BOM,GOI,A321,VT-AC186,975,1040,65,192,0,894168,817
FL-1485,DEL,BLR,A320,VT-AC109,976,1136,160,150,0,737940,747
FL-1486,COK,BOM,A320,VT-AC144,977,1105,128,166,0,719195,674
FL-1487,CCU,DEL,A320,VT-AC118,977,1117,140,164,0,736384,875
FL-1488,BOM,COK,A320,VT-AC139,979,1103,124,166,0,698324,693
FL-1489,DEL,GOI,B737,VT-AC204,987,1137,150,159,0,684277,859
FL-1490,BLR,COK,B737,VT-AC195,987,1052,65,173,0,763693,677
FL-1491,BLR,AMD,A321,VT-AC161,992,1091,99,198,0,897504,867
FL-1492,GOI,COK,A320,VT-AC120,996,1108,112,163,0,728683,670
FL-1493,DEL,GOI,A321,VT-AC164,996,1146,150,203,0,832812,772
FL-1494,HYD,GOI,A321,VT-AC190,996,1106,110,184,0,779983,720
FL-1495,PNQ,AMD,A320,VT-AC134,997,1131,134,163,0,771673,935
FL-1496,BOM,COK,A320,VT-AC119,998,1091,93,165,0,712933,691
FL-1497,HYD,DEL,A320,VT-AC128,999,1129,130,168,0,699713,801
FL-1498,COK,AMD,B737,VT-AC191,999,1137,138,177,0,824589,762
FL-1499,COK,CCU,A320,VT-AC148,1000,1125,125,149,0,691426,803
FL-1500,PNQ,DEL,A320,VT-AC143,1000,1120,120,175,0,745511,658
FL-1501,COK,BOM,A320,VT-AC149,1001,1137,136,171,0,772618,950
FL-1502,DEL,MAA,ATR72,VT-AC220,1002,1172,170,68,0,413915,931
FL-1503,HYD,GOI,A321,VT-AC182,1003,1122,119,206,0,950921,694
FL-1504,BLR,AMD,A321,VT-AC162,1004,1133,129,184,0,812973,798
FL-1505,DEL,BOM,A321,VT-AC189,1004,1129,125,195,0,872326,693
FL-1506,BOM,BLR,A321,VT-AC181,1004,1099,95,207,0,812579,894
FL-1507,BOM,DEL,A320,VT-AC150,1005,1135,130,168,0,768930,938
FL-1508,DEL,AMD,B737,VT-AC205,1005,1095,90,160,0,748623,777
FL-1509,HYD,GOI,B737,VT-AC196,1005,1101,96,157,0,720742,744
FL-1510,MAA,BLR,A321,VT-AC180,1006,1061,55,211,0,882213,945
FL-1511,PNQ,HYD,ATR72,VT-AC218,1009,1149,140,59,0,371181,662
FL-1512,CCU,MAA,A321,VT-AC172,1011,1146,135,195,0,844054,895
FL-1513,HYD,BLR,A320,VT-AC138,1015,1085,70,164,0,699497,893
FL-1514,DEL,HYD,A320,VT-AC153,1016,1146,130,162,0,760252,803
FL-1515,BLR,BOM,ATR72,VT-AC219,1017,1117,100,66,0,386226,923
FL-1516,BLR,BOM,A321,VT-AC173,1018,1118,100,198,0,891241,906
FL-1517,BOM,BLR,A320,VT-AC147,1021,1116,95,164,0,744265,853
FL-1518,MAA,BLR,B737,VT-AC202,1021,1076,55,182,0,849670,856
FL-1519,BOM,AMD,A320,VT-AC137,1021,1142,121,149,0,740194,902
FL-1520,COK,CCU,ATR72,VT-AC214,1022,1122,100,67,0,405177,937
FL-1521,BLR,HYD,A320,VT-AC111,1024,1094,70,151,0,716264,704
FL-1522,HYD,BOM,A321,VT-AC167,1027,1112,85,198,0,884460,737
FL-1523,DEL,COK,B737,VT-AC203,1027,1217,190,165,0,689787,831
FL-1524,CCU,DEL,B737,VT-AC206,1028,1168,140,176,0,824731,842
FL-1525,AMD,CCU,A321,VT-AC169,1031,1151,120,187,0,806687,834
FL-1526,DEL,COK,A320,VT-AC103,1031,1221,190,154,0,692870,896
FL-1527,BOM,GOI,A320,VT-AC132,1034,1099,65,167,0,749899,877
FL-1528,CCU,PNQ,B737,VT-AC192,1035,1136,101,176,0,842564,815
FL-1529,BOM,DEL,A321,VT-AC171,1035,1165,130,216,0,891562,901
FL-1530,HYD,BLR,B737,VT-AC198,1037,1107,70,158,0,674514,940
FL-1531,BOM,BLR,A320,VT-AC133,1038,1133,95,167,0,747762,696
FL-1532,BLR,BOM,A320,VT-AC124,1040,1140,100,155,0,683020,950
FL-1533,BOM,BLR,A320,VT-AC117,1040,1135,95,163,0,717476,882
FL-1534,PNQ,AMD,A320,VT-AC136,1042,1158,116,159,0,710242,863
FL-1535,DEL,BLR,A320,VT-AC142,1043,1203,160,155,0,683342,674
FL-1536,CCU,BLR,A321,VT-AC170,1043,1198,155,195,0,795659,804
FL-1537,BOM,GOI,A321,VT-AC163,1044,1109,65,196,0,842508,921
FL-1538,AMD,BLR,A321,VT-AC187,1045,1182,137,195,0,926030,693
FL-1539,BLR,BOM,ATR72,VT-AC212,1046,1146,100,61,0,390594,851
FL-1540,AMD,GOI,A320,VT-AC141,1047,1136,89,171,0,709746,763
FL-1541,AMD,PNQ,A320,VT-AC121,1048,1163,115,148,0,634026,779
FL-1542,BLR,BOM,A321,VT-AC165,1049,1149,100,199,0,901990,901
FL-1543,HYD,BLR,ATR72,VT-AC216,1050,1120,70,69,0,404781,804
FL-1544,BOM,CCU,B737,VT-AC197,1054,1209,155,179,0,819822,725
FL-1545,BLR,BOM,B737,VT-AC207,1054,1154,100,158,0,746452,710
FL-1546,BLR,HYD,B737,VT-AC210,1054,1124,70,175,0,763882,935
FL-1547,DEL,BLR,A320,VT-AC154,1056,1216,160,165,0,740251,681
FL-1548,HYD,GOI,A320,VT-AC106,1057,1160,103,155,0,700334,928
FL-1549,BOM,MAA,ATR72,VT-AC217,1059,1174,115,63,0,391728,708
FL-1550,BLR,BOM,A320,VT-AC112,1060,1160,100,156,0,716610,720
FL-1551,MAA,BOM,ATR72,VT-AC215,1062,1182,120,68,0,411055,797
FL-1552,PNQ,CCU,A321,VT-AC168,1063,1177,114,193,0,884266,721
FL-1553,MAA,BLR,A320,VT-AC110,1064,1119,55,156,0,675430,946
FL-1554,PNQ,GOI,A321,VT-AC175,1066,1183,117,185,0,761824,710
FL-1555,DEL,GOI,A320,VT-AC101,1067,1217,150,175,0,840047,752
FL-1556,AMD,BOM,A320,VT-AC123,1070,1203,133,173,0,767464,710
FL-1557,AMD,PNQ,B737,VT-AC199,1072,1171,99,164,0,785381,700
FL-1558,BLR,AMD,A320,VT-AC140,1075,1157,82,159,0,744833,771
FL-1559,BOM,BLR,A321,VT-AC184,1077,1172,95,197,0,851851,678
FL-1560,BLR,BOM,A320,VT-AC158,1077,1177,100,164,0,709115,834
FL-1561,BLR,DEL,A320,VT-AC127,1077,1242,165,164,0,750215,801
FL-1562,CCU,COK,A320,VT-AC104,1080,1165,85,172,0,709828,684
FL-1563,DEL,HYD,ATR72,VT-AC213,1081,1211,130,63,0,382293,777
FL-1564,GOI,BOM,B737,VT-AC208,1082,1147,65,157,0,674342,670
FL-1565,COK,MAA,A320,VT-AC114,1082,1222,140,154,0,746192,728
FL-1566,AMD,BLR,A320,VT-AC151,1083,1169,86,156,0,707415,786
FL-1567,MAA,BLR,A320,VT-AC159,1084,1139,55,167,0,694834,938
FL-1568,MAA,BOM,A320,VT-AC108,1084,1204,120,167,0,735507,669
FL-1569,GOI,DEL,A321,VT-AC186,1085,1240,155,182,0,761617,938
FL-1570,GOI,BOM,B737,VT-AC201,1086,1151,65,183,0,839945,790
FL-1571,BOM,BLR,A320,VT-AC155,1087,1182,95,163,0,793456,790
FL-1572,MAA,AMD,A320,VT-AC160,1088,1205,117,149,0,677304,682
FL-1573,COK,BLR,A320,VT-AC126,1090,1155,65,156,0,652812,816
FL-1574,HYD,BLR,A321,VT-AC183,1094,1164,70,217,0,1006529,717
FL-1575,CCU,MAA,A320,VT-AC135,1095,1230,135,160,0,716273,876
FL-1576,BOM,COK,B737,VT-AC193,1095,1235,140,172,0,817464,940
FL-1577,CCU,HYD,B737,VT-AC200,1096,1183,87,175,0,743871,900
FL-1578,COK,DEL,B737,VT-AC195,1097,1292,195,184,0,799045,933
FL-1579,BOM,BLR,A320,VT-AC146,1098,1193,95,168,0,810120,872
FL-1580,AMD,BOM,B737,VT-AC194,1101,1205,104,158,0,716207,945
FL-1581,PNQ,CCU,A320,VT-AC130,1102,1195,93,160,0,783671,835
FL-1582,BLR,GOI,A321,VT-AC177,1102,1221,119,204,0,829888,721
FL-1583,BLR,DEL,A321,VT-AC180,1106,1271,165,199,0,841523,674
FL-1584,CCU,BLR,A320,VT-AC129,1107,1262,155,173,0,781298,763
FL-1585,BOM,BLR,A321,VT-AC174,1108,1203,95,203,0,831645,869
FL-1586,BLR,CCU,A320,VT-AC107,1109,1259,150,158,0,725439,870
FL-1587,GOI,DEL,A321,VT-AC185,1109,1264,155,212,0,869875,891
FL-1588,BLR,GOI,ATR72,VT-AC211,1110,1225,115,61,0,377967,824
FL-1589,BLR,DEL,A320,VT-AC116,1111,1276,165,156,0,710046,831
FL-1590,BLR,HYD,A320,VT-AC125,1111,1181,70,151,0,749814,819
FL-1591,AMD,BLR,A320,VT-AC152,1114,1206,92,158,0,692079,847
FL-1592,COK,AMD,B737,VT-AC209,1118,1241,123,168,0,769761,833
FL-1593,BLR,MAA,B737,VT-AC202,1121,1176,55,159,0,662037,904
FL-1594,BLR,GOI,A320,VT-AC131,1122,1211,89,176,0,789262,739
FL-1595,BOM,BLR,A320,VT-AC157,1125,1220,95,163,0,736006,718
FL-1596,BLR,DEL,A321,VT-AC176,1127,1292,165,183,0,847018,799
FL-1597,DEL,BLR,A320,VT-AC156,1128,1288,160,172,0,765856,752
FL-1598,MAA,DEL,A321,VT-AC166,1129,1304,175,191,0,910558,658
FL-1599,BLR,HYD,A320,VT-AC138,1130,1200,70,160,0,765803,825
FL-1600,COK,DEL,A320,VT-AC119,1136,1331,195,163,0,692011,859
FL-1601,AMD,BLR,A321,VT-AC161,1136,1268,132,190,0,828015,729
FL-1602,HYD,AMD,A320,VT-AC111,1139,1233,94,152,0,752888,915
FL-1603,AMD,BOM,B737,VT-AC205,1140,1276,136,165,0,695018,846
FL-1604,BLR,DEL,A321,VT-AC181,1144,1309,165,190,0,861357,654
FL-1605,GOI,DEL,A320,VT-AC132,1144,1299,155,156,0,667712,714
FL-1606,BOM,HYD,A321,VT-AC188,1145,1230,85,186,0,768653,805
FL-1607,GOI,BOM,B737,VT-AC196,1146,1211,65,166,0,740398,784
FL-1608,GOI,CCU,A321,VT-AC179,1148,1281,133,190,0,886220,851
FL-1609,COK,BOM,A320,VT-AC139,1148,1252,104,166,0,724821,715
FL-1610,BOM,GOI,A320,VT-AC144,1150,1215,65,155,0,745118,873
FL-1611,GOI,BLR,A321,VT-AC190,1151,1272,121,213,0,921198,928
FL-1612,MAA,BLR,A320,VT-AC113,1152,1207,55,157,0,737700,857
FL-1613,BLR,CCU,B737,VT-AC198,1152,1302,150,184,0,753550,704
FL-1614,COK,PNQ,A320,VT-AC120,1153,1280,127,156,0,680445,696
FL-1615,GOI,DEL,A321,VT-AC163,1154,1309,155,191,0,811664,690
FL-1616,BLR,CCU,A320,VT-AC102,1156,1306,150,170,0,803819,747
FL-1617,BOM,DEL,A321,VT-AC167,1157,1287,130,197,0,904017,939
FL-1618,BLR,BOM,A320,VT-AC147,1161,1261,100,154,0,656776,745
FL-1619,BOM,DEL,ATR72,VT-AC219,1162,1292,130,63,0,391793,929
FL-1620,DEL,BLR,A320,VT-AC118,1162,1322,160,154,0,748964,708
FL-1621,BOM,DEL,A321,VT-AC173,1163,1293,130,199,0,833832,693
FL-1622,BLR,CCU,A320,VT-AC110,1164,1314,150,160,0,718596,759
FL-1623,BLR,HYD,ATR72,VT-AC216,1165,1235,70,65,0,361789,812
FL-1624,DEL,BLR,A320,VT-AC143,1165,1325,160,157,0,744457,703
FL-1625,GOI,PNQ,A321,VT-AC182,1167,1255,88,208,0,913705,846
FL-1626,CCU,BLR,ATR72,VT-AC214,1167,1322,155,69,0,409998,923
FL-1627,HYD,GOI,B737,VT-AC210,1169,1288,119,156,0,729496,730
FL-1628,CCU,PNQ,A320,VT-AC148,1170,1295,125,168,0,781709,739
FL-1629,BOM,CCU,A321,VT-AC189,1174,1329,155,214,0,847637,683
FL-1630,DEL,BLR,A320,VT-AC128,1174,1334,160,152,0,652470,926
FL-1631,AMD,DEL,A320,VT-AC134,1176,1266,90,166,0,773292,664
FL-1632,BLR,PNQ,A320,VT-AC133,1178,1263,85,160,0,757307,840
FL-1633,AMD,BOM,A321,VT-AC162,1178,1316,138,208,0,868665,814
FL-1634,DEL,BOM,A320,VT-AC150,1180,1305,125,148,0,628982,945
FL-1635,BLR,BOM,A320,VT-AC117,1180,1280,100,154,0,731662,811
FL-1636,BLR,BOM,A320,VT-AC109,1181,1281,100,160,0,728549,925
FL-1637,GOI,AMD,A320,VT-AC141,1181,1317,136,157,0,655749,677
FL-1638,PNQ,DEL,B737,VT-AC192,1181,1301,120,172,0,826610,706
FL-1639,BOM,DEL,A320,VT-AC149,1182,1312,130,160,0,778571,678
FL-1640,AMD,BLR,B737,VT-AC191,1182,1313,131,166,0,805395,738
FL-1641,GOI,COK,B737,VT-AC204,1182,1319,137,182,0,799022,811
FL-1642,BLR,DEL,A320,VT-AC159,1184,1349,165,163,0,737515,943
FL-1643,BOM,CCU,A320,VT-AC124,1185,1340,155,161,0,684339,925
FL-1644,AMD,BLR,A320,VT-AC137,1187,1303,116,169,0,751491,939
FL-1645,MAA,BLR,A321,VT-AC172,1191,1246,55,200,0,937262,864
FL-1646,GOI,BLR,A321,VT-AC164,1191,1320,129,192,0,836016,833
FL-1647,HYD,BLR,A320,VT-AC153,1191,1261,70,158,0,740769,863
FL-1648,BOM,DEL,ATR72,VT-AC212,1191,1321,130,68,0,406593,705
FL-1649,BOM,GOI,B737,VT-AC208,1192,1257,65,179,0,767579,709
FL-1650,BOM,BLR,A321,VT-AC165,1194,1289,95,210,0,850436,929
FL-1651,HYD,BLR,ATR72,VT-AC218,1194,1264,70,59,0,342257,741
FL-1652,CCU,DEL,A321,VT-AC169,1196,1336,140,215,0,914494,788
FL-1653,BOM,BLR,B737,VT-AC201,1196,1291,95,180,0,792095,761
FL-1654,DEL,PNQ,A320,VT-AC115,1197,1317,120,170,0,741219,869
FL-1655,BOM,BLR,B737,VT-AC207,1199,1294,95,158,0,680708,752
FL-1656,BLR,PNQ,A320,VT-AC126,1200,1298,98,157,0,706494,775
FL-1657,AMD,COK,A320,VT-AC140,1202,1321,119,155,0,738818,879
FL-1658,AMD,BOM,A320,VT-AC136,1203,1308,105,148,0,662052,885
FL-1659,GOI,CCU,A320,VT-AC106,1205,1324,119,175,0,822993,920
FL-1660,BOM,DEL,A320,VT-AC112,1205,1335,130,167,0,778777,682
FL-1661,PNQ,BOM,A320,VT-AC121,1208,1337,129,159,0,724256,650
FL-1662,BLR,BOM,A321,VT-AC183,1209,1309,100,202,0,855450,738
FL-1663,DEL,COK,A321,VT-AC171,1210,1400,190,190,0,815160,851
FL-1664,COK,CCU,A320,VT-AC104,1210,1305,95,159,0,778571,941
FL-1665,DEL,GOI,B737,VT-AC206,1213,1363,150,178,0,808334,674
FL-1666,BLR,BOM,A320,VT-AC151,1214,1314,100,150,0,664825,846
FL-1667,PNQ,COK,B737,VT-AC199,1216,1310,94,159,0,782720,876
FL-1668,MAA,BLR,ATR72,VT-AC220,1217,1272,55,59,0,370503,778
FL-1669,BLR,BOM,A321,VT-AC184,1217,1317,100,205,0,834805,656
FL-1670,MAA,BOM,ATR72,VT-AC217,1219,1339,120,67,0,365724,914
FL-1671,MAA,COK,B737,VT-AC202,1221,1317,96,182,0,791309,668
FL-1672,CCU,AMD,A321,VT-AC168,1222,1346,124,207,0,895331,827
FL-1673,BOM,AMD,A320,VT-AC158,1222,1305,83,166,0,743004,731
FL-1674,HYD,GOI,A320,VT-AC125,1226,1361,135,171,0,710840,883
FL-1675,BOM,AMD,ATR72,VT-AC215,1227,1310,83,69,0,392193,810
FL-1676,BLR,CCU,A321,VT-AC187,1227,1377,150,186,0,867210,688
FL-1677,BLR,BOM,A320,VT-AC155,1227,1327,100,167,0,735127,852
FL-1678,GOI,BOM,A321,VT-AC175,1228,1293,65,188,0,855892,911
FL-1679,HYD,BLR,B737,VT-AC200,1228,1298,70,184,0,808658,932
FL-1680,BLR,BOM,A320,VT-AC146,1238,1338,100,174,0,717245,857
FL-1681,CCU,DEL,A320,VT-AC130,1240,1380,140,158,0,769574,833
FL-1682,BLR,BOM,A321,VT-AC170,1243,1343,100,184,0,802784,865
FL-1683,HYD,COK,A320,VT-AC138,1245,1330,85,162,0,690763,776
FL-1684,BOM,MAA,A320,VT-AC123,1248,1363,115,161,0,757498,910
FL-1685,BLR,BOM,A321,VT-AC174,1248,1348,100,189,0,796885,682
FL-1686,BLR,BOM,A320,VT-AC142,1248,1348,100,170,0,756167,706
FL-1687,BOM,GOI,A320,VT-AC108,1249,1314,65,153,0,752018,829
FL-1688,BOM,MAA,B737,VT-AC194,1250,1365,115,161,0,723325,667
FL-1689,AMD,BLR,A320,VT-AC160,1250,1333,83,174,0,716407,891
FL-1690,BLR,HYD,A320,VT-AC152,1251,1321,70,163,0,779220,710
FL-1691,BLR,AMD,A320,VT-AC113,1252,1385,133,161,0,681638,923
FL-1692,CCU,DEL,B737,VT-AC197,1254,1394,140,168,0,815153,735
FL-1693,BOM,BLR,B737,VT-AC196,1256,1351,95,161,0,699790,681
FL-1694,HYD,BOM,ATR72,VT-AC213,1256,1341,85,70,0,399359,718
FL-1695,GOI,DEL,A320,VT-AC131,1256,1411,155,148,0,625359,771
FL-1696,GOI,PNQ,A320,VT-AC144,1260,1387,127,160,0,784429,823
